<BEGIN>;;;;;;;;;;;;;;
<Hydro generating units>;;;;;;;;;;;;;;
ID;Name;Hydro plant ID;Hydro plant name;Group ID;Group name;Bus ID;Minimum generation (MW);Maximum generation (MW);Minimum turbine discharge (m3/s);Maximum turbine discharge (m3/s);Turbine or Pump?;Conversion rate MW/(m3/s/) for pumps;ID Bus - DESSEM;Comments
3;G3-CURUÁ-UNA;158;CURUÁ-UNA;2;Group 2;99752;4.12;10.3;26;64;Turbine;0;99752;
1;G1-CACHOEIRA CALDEIRÃO;159;CACHOEIRA CALDEIRÃO;1;Group 1;8276;22.65;73;220;547;Turbine;0;8276;
2;G2-CACHOEIRA CALDEIRÃO;159;CACHOEIRA CALDEIRÃO;1;Group 1;8276;22.65;73;220;547;Turbine;0;8276;
3;G3-CACHOEIRA CALDEIRÃO;159;CACHOEIRA CALDEIRÃO;1;Group 1;8276;22.65;73;220;547;Turbine;0;8276;
1;G1-COARACY NUNES;160;COARACY NUNES;1;Group 1;8224;6.38;24;50;123;Turbine;0;8224;
2;G2-COARACY NUNES;160;COARACY NUNES;1;Group 1;8224;6.38;24;50;123;Turbine;0;8224;
3;G3-COARACY NUNES;160;COARACY NUNES;2;Group 2;8225;6.88;30;62;153;Turbine;0;8225;
1;G1-FERREIRA GOMES;161;FERREIRA GOMES;1;Group 1;8279;20;84;230;574;Turbine;0;8279;
2;G2-FERREIRA GOMES;161;FERREIRA GOMES;1;Group 1;8279;20;84;230;574;Turbine;0;8279;
3;G3-FERREIRA GOMES;161;FERREIRA GOMES;1;Group 1;8279;20;84;230;574;Turbine;0;8279;
1;G1-LAJES;47;LAJES;1;Group 1;8279;0;0;0;0;Turbine;0;8279;
3;G1-SANTA BRANCA;49;SANTA BRANCA;1;Group 1;8279;0;0;0;0;Turbine;0;8279;
1;G1-SANTANA;52;SANTANA;1;Group 1;8279;0;0;0;0;Turbine;0;8279;
1;G1-GUARAPIRANGA;85;GUARAPIRANGA;1;Group 1;8279;0;0;0;0;Turbine;0;8279;
1;G1-BILLINGS;86;BILLINGS;1;Group 1;8279;0;0;0;0;Turbine;0;8279;
1;G1-EDGARD DE SOUZA;90;EDGARD DE SOUZA;1;Group 1;8279;0;0;0;0;Turbine;0;8279;
1;G1-JORDÃO;106;JORDÃO;1;Group 1;8279;0;0;0;0;Turbine;0;8279;
1;G1-ERNESTINA;120;ERNESTINA;1;Group 1;8279;0;0;0;0;Turbine;0;8279;
</Hydro generating units>;;;;;;;;;;;;;;
</END>;;;;;;;;;;;;;;
